repository,default_score,repo_name,owner,project,score_category
https://github.com/RAMP-project/RAMP-mobility,0.3028,RAMP-project/RAMP-mobility,RAMP-project,RAMP-mobility,Medium (0.3-0.5)
https://github.com/RAMP-project/RAMP,0.36282,RAMP-project/RAMP,RAMP-project,RAMP,Medium (0.3-0.5)
https://github.com/architecture-building-systems/RC_BuildingSimulator,0.30922,architecture-building-systems/RC_BuildingSimulator,architecture-building-systems,RC_BuildingSimulator,Medium (0.3-0.5)
https://github.com/FZJ-IEK3-VSA/RESKit,0.34079,FZJ-IEK3-VSA/RESKit,FZJ-IEK3-VSA,RESKit,Medium (0.3-0.5)
https://github.com/GridProtectionAlliance/SIEGate,0.34916,GridProtectionAlliance/SIEGate,GridProtectionAlliance,SIEGate,Medium (0.3-0.5)
https://github.com/SEED-platform/seed,0.48554,SEED-platform/seed,SEED-platform,seed,Medium (0.3-0.5)
https://github.com/ImperialCollegeLondon/sharpy,0.40112,ImperialCollegeLondon/sharpy,ImperialCollegeLondon,sharpy,Medium (0.3-0.5)
https://github.com/ozsolarwind/siren,0.25462,ozsolarwind/siren,ozsolarwind,siren,Low (0.1-0.3)
https://github.com/davidhowey/SLIDE,0.22845,davidhowey/SLIDE,davidhowey,SLIDE,Low (0.1-0.3)
https://github.com/openenergymonitor/STM32,0.27893,openenergymonitor/STM32,openenergymonitor,STM32,Low (0.1-0.3)
https://github.com/e2nIEE/simbench,0.29066,e2nIEE/simbench,e2nIEE,simbench,Low (0.1-0.3)
https://github.com/SolarArbiter/solarforecastarbiter-core,0.33311,SolarArbiter/solarforecastarbiter-core,SolarArbiter,solarforecastarbiter-core,Medium (0.3-0.5)
https://github.com/NREL/SolTrace,0.35936,NREL/SolTrace,NREL,SolTrace,Medium (0.3-0.5)
https://github.com/openclimatefix/nowcasting,0.32216,openclimatefix/nowcasting,openclimatefix,nowcasting,Medium (0.3-0.5)
https://github.com/NREL/SolarPILOT,0.31027,NREL/SolarPILOT,NREL,SolarPILOT,Medium (0.3-0.5)
https://github.com/dazhiyang/SolarData,0.19786,dazhiyang/SolarData,dazhiyang,SolarData,Low (0.1-0.3)
https://github.com/tdcosim/SolarPV-DER-simulation-tool,0.25141,tdcosim/SolarPV-DER-simulation-tool,tdcosim,SolarPV-DER-simulation-tool,Low (0.1-0.3)
https://github.com/tdcosim/SolarPV-DER-simulation-utility,0.25141,tdcosim/SolarPV-DER-simulation-utility,tdcosim,SolarPV-DER-simulation-utility,Low (0.1-0.3)
https://github.com/SolarTherm/SolarTherm,0.41383,SolarTherm/SolarTherm,SolarTherm,SolarTherm,Medium (0.3-0.5)
https://github.com/Spine-project/Spine-Toolbox,0.48252,Spine-project/Spine-Toolbox,Spine-project,Spine-Toolbox,Medium (0.3-0.5)
https://github.com/slacgismo/StatisticalClearSky,0.30884,slacgismo/StatisticalClearSky,slacgismo,StatisticalClearSky,Medium (0.3-0.5)
https://github.com/NREL/SAM,0.49307,NREL/SAM,NREL,SAM,Medium (0.3-0.5)
https://github.com/buds-lab/building-data-genome-project-2,0.24686,buds-lab/building-data-genome-project-2,buds-lab,building-data-genome-project-2,Low (0.1-0.3)
https://github.com/NREL/dgen,0.35633,NREL/dgen,NREL,dgen,Medium (0.3-0.5)
https://github.com/emma-model/EMMA,0.1966,emma-model/EMMA,emma-model,EMMA,Low (0.1-0.3)
https://github.com/sandialabs/hyram,0.30021,sandialabs/hyram,sandialabs,hyram,Medium (0.3-0.5)
https://github.com/NewMotion/ocpp,0.3111,NewMotion/ocpp,NewMotion,ocpp,Medium (0.3-0.5)
https://github.com/IDAES/idaes-pse,0.45724,IDAES/idaes-pse,IDAES,idaes-pse,Medium (0.3-0.5)
https://github.com/buds-lab/the-building-data-genome-project,0.29665,buds-lab/the-building-data-genome-project,buds-lab,the-building-data-genome-project,Low (0.1-0.3)
https://github.com/catalyst-cooperative/pudl,0.4815,catalyst-cooperative/pudl,catalyst-cooperative,pudl,Medium (0.3-0.5)
https://github.com/ecmwf-projects/thermofeel,0.30475,ecmwf-projects/thermofeel,ecmwf-projects,thermofeel,Medium (0.3-0.5)
https://github.com/holgerteichgraeber/TimeSeriesClustering.jl,0.33723,holgerteichgraeber/TimeSeriesClustering.jl,holgerteichgraeber,TimeSeriesClustering.jl,Medium (0.3-0.5)
https://github.com/iat-cener/tonatiuh,0.30869,iat-cener/tonatiuh,iat-cener,tonatiuh,Medium (0.3-0.5)
https://github.com/transportenergy/database,0.36688,transportenergy/database,transportenergy,database,Medium (0.3-0.5)
https://github.com/RamiKrispin/UKgrid,0.19412,RamiKrispin/UKgrid,RamiKrispin,UKgrid,Low (0.1-0.3)
https://github.com/RamiKrispin/USgrid,0.19913,RamiKrispin/USgrid,RamiKrispin,USgrid,Low (0.1-0.3)
https://github.com/slacgismo/TESS,0.26496,slacgismo/TESS,slacgismo,TESS,Low (0.1-0.3)
https://github.com/gsoh/VED,0.18853,gsoh/VED,gsoh,VED,Low (0.1-0.3)
https://github.com/WEC-Sim/WEC-Sim,0.48487,WEC-Sim/WEC-Sim,WEC-Sim,WEC-Sim,Medium (0.3-0.5)
https://github.com/VOLTTRON/volttron,0.50339,VOLTTRON/volttron,VOLTTRON,volttron,High (0.5-0.7)
https://github.com/OpenChargingCloud/WWCP_Core,0.30371,OpenChargingCloud/WWCP_Core,OpenChargingCloud,WWCP_Core,Medium (0.3-0.5)
https://github.com/WISDEM/WEIS,0.48193,WISDEM/WEIS,WISDEM,WEIS,Medium (0.3-0.5)
https://github.com/OpenChargingCloud/WWCP_OCPP,0.29335,OpenChargingCloud/WWCP_OCPP,OpenChargingCloud,WWCP_OCPP,Low (0.1-0.3)
https://github.com/SNL-WaterPower/WecOptTool,0.23226,SNL-WaterPower/WecOptTool,SNL-WaterPower,WecOptTool,Low (0.1-0.3)
https://github.com/NREL/WindSE,0.29714,NREL/WindSE,NREL,WindSE,Low (0.1-0.3)
https://github.com/nmstreethran/WindTurbineClassification,0.22141,nmstreethran/WindTurbineClassification,nmstreethran,WindTurbineClassification,Low (0.1-0.3)
https://github.com/rte-antares-rpackage/antaresRead,0.39643,rte-antares-rpackage/antaresRead,rte-antares-rpackage,antaresRead,Medium (0.3-0.5)
https://github.com/Exawind/amr-wind,0.44748,Exawind/amr-wind,Exawind,amr-wind,Medium (0.3-0.5)
https://github.com/rte-antares-rpackage/antaresViz,0.40188,rte-antares-rpackage/antaresViz,rte-antares-rpackage,antaresViz,Medium (0.3-0.5)
https://github.com/PV-Lab/autoXRD,0.20025,PV-Lab/autoXRD,PV-Lab,autoXRD,Low (0.1-0.3)
https://github.com/awebox/awebox,0.34936,awebox/awebox,awebox,awebox,Medium (0.3-0.5)
https://github.com/NREL/bifacial_radiance,0.42066,NREL/bifacial_radiance,NREL,bifacial_radiance,Medium (0.3-0.5)
https://github.com/BioSTEAMDevelopmentGroup/biosteam,0.43536,BioSTEAMDevelopmentGroup/biosteam,BioSTEAMDevelopmentGroup,biosteam,Medium (0.3-0.5)
https://github.com/NREL/bifacialvf,0.3223,NREL/bifacialvf,NREL,bifacialvf,Medium (0.3-0.5)
https://github.com/brightwind-dev/brightwind,0.36942,brightwind-dev/brightwind,brightwind-dev,brightwind,Medium (0.3-0.5)
https://github.com/Open-Power-System-Data/conventional_power_plants,0.31406,Open-Power-System-Data/conventional_power_plants,Open-Power-System-Data,conventional_power_plants,Medium (0.3-0.5)
https://github.com/CenterForTheBuiltEnvironment/comfort_tool,0.3704,CenterForTheBuiltEnvironment/comfort_tool,CenterForTheBuiltEnvironment,comfort_tool,Medium (0.3-0.5)
https://github.com/reegis/deflex,0.31749,reegis/deflex,reegis,deflex,Medium (0.3-0.5)
https://github.com/DemandRegioTeam/disaggregator,0.2841,DemandRegioTeam/disaggregator,DemandRegioTeam,disaggregator,Low (0.1-0.3)
https://github.com/oemof/demandlib,0.42382,oemof/demandlib,oemof,demandlib,Medium (0.3-0.5)
https://github.com/NewMotion/docile-charge-point,0.23346,NewMotion/docile-charge-point,NewMotion,docile-charge-point,Low (0.1-0.3)
https://github.com/systemcatch/eiapy,0.2367,systemcatch/eiapy,systemcatch,eiapy,Low (0.1-0.3)
https://github.com/openego/eDisGo/,0.42812,openego/eDisGo,openego,eDisGo,Medium (0.3-0.5)
https://github.com/openenergymonitor/emonpi,0.42617,openenergymonitor/emonpi,openenergymonitor,emonpi,Medium (0.3-0.5)
https://github.com/SAP/emobility-smart-charging,0.36002,SAP/emobility-smart-charging,SAP,emobility-smart-charging,Medium (0.3-0.5)
https://github.com/tmrowco/electricitymap-contrib,0.50115,tmrowco/electricitymap-contrib,tmrowco,electricitymap-contrib,High (0.5-0.7)
https://github.com/ADGEfficiency/energy-py,0.24724,ADGEfficiency/energy-py,ADGEfficiency,energy-py,Low (0.1-0.3)
https://github.com/energyRt/energyRt/,0.27845,energyRt/energyRt,energyRt,energyRt,Low (0.1-0.3)
https://github.com/Energy-Sparks/energy-sparks,0.39828,Energy-Sparks/energy-sparks,Energy-Sparks,energy-sparks,Medium (0.3-0.5)
https://github.com/EnergieID/entsoe-py,0.46402,EnergieID/entsoe-py,EnergieID,entsoe-py,Medium (0.3-0.5)
https://github.com/batterysim/equiv-circ-model,0.2303,batterysim/equiv-circ-model,batterysim,equiv-circ-model,Low (0.1-0.3)
https://github.com/hongyuanjia/eplusr,0.27991,hongyuanjia/eplusr,hongyuanjia,eplusr,Low (0.1-0.3)
https://github.com/oemof/feedinlib,0.36899,oemof/feedinlib,oemof,feedinlib,Medium (0.3-0.5)
https://github.com/ICWallis/fractoolbox,0.24506,ICWallis/fractoolbox,ICWallis,fractoolbox,Low (0.1-0.3)
https://github.com/NREL/floris,0.47207,NREL/floris,NREL,floris,Medium (0.3-0.5)
https://github.com/Japhiolite/geothermics,0.26416,Japhiolite/geothermics,Japhiolite,geothermics,Low (0.1-0.3)
https://github.com/voltbras/go-ocpp,0.23837,voltbras/go-ocpp,voltbras,go-ocpp,Low (0.1-0.3)
https://github.com/ECSIM/gopem,0.31434,ECSIM/gopem,ECSIM,gopem,Medium (0.3-0.5)
https://github.com/ladybug-tools/honeybee,0.42453,ladybug-tools/honeybee,ladybug-tools,honeybee,Medium (0.3-0.5)
https://github.com/RE-Lab-Projects/hplib,0.25728,RE-Lab-Projects/hplib,RE-Lab-Projects,hplib,Low (0.1-0.3)
https://github.com/hydro-python/hydropowerlib,0.23642,hydro-python/hydropowerlib,hydro-python,hydropowerlib,Low (0.1-0.3)
https://github.com/ECSHackWeek/impedance.py,0.39818,ECSHackWeek/impedance.py,ECSHackWeek,impedance.py,Medium (0.3-0.5)
https://github.com/mz-automation/lib60870.NET,0.29723,mz-automation/lib60870.NET,mz-automation,lib60870.NET,Low (0.1-0.3)
https://github.com/mz-automation/lib60870,0.378,mz-automation/lib60870,mz-automation,lib60870,Medium (0.3-0.5)
https://github.com/sogno-platform/libcimpp,0.34346,sogno-platform/libcimpp,sogno-platform,libcimpp,Medium (0.3-0.5)
https://github.com/mz-automation/libiec61850,0.46621,mz-automation/libiec61850,mz-automation,libiec61850,Medium (0.3-0.5)
https://github.com/pyaf/load_forecasting,0.24421,pyaf/load_forecasting,pyaf,load_forecasting,Low (0.1-0.3)
https://github.com/google/makani,0.21056,google/makani,google,makani,Low (0.1-0.3)
https://github.com/ibpsa/modelica-ibpsa,0.47442,ibpsa/modelica-ibpsa,ibpsa,modelica-ibpsa,Medium (0.3-0.5)
https://github.com/charxie/multiphysics,0.24389,charxie/multiphysics,charxie,multiphysics,Low (0.1-0.3)
https://github.com/UNSW-CEEM/nempy,0.2852,UNSW-CEEM/nempy,UNSW-CEEM,nempy,Low (0.1-0.3)
https://github.com/chargeprice/open-ev-data,0.28179,chargeprice/open-ev-data,chargeprice,open-ev-data,Low (0.1-0.3)
https://github.com/OpenEnergyPlatform/open-MaStR,0.42681,OpenEnergyPlatform/open-MaStR,OpenEnergyPlatform,open-MaStR,Medium (0.3-0.5)
https://github.com/rl-institut/offgridders,0.28768,rl-institut/offgridders,rl-institut,offgridders,Low (0.1-0.3)
https://github.com/openCEMorg/openCEM,0.31125,openCEMorg/openCEM,openCEMorg,openCEM,Medium (0.3-0.5)
https://github.com/openENTRANCE/nomenclature,0.3531,openENTRANCE/nomenclature,openENTRANCE,nomenclature,Medium (0.3-0.5)
https://github.com/GridProtectionAlliance/openHistorian,0.43689,GridProtectionAlliance/openHistorian,GridProtectionAlliance,openHistorian,Medium (0.3-0.5)
https://github.com/GridProtectionAlliance/openMIC,0.35945,GridProtectionAlliance/openMIC,GridProtectionAlliance,openMIC,Medium (0.3-0.5)
https://github.com/IIT-EnergySystemModels/openTEPES,0.39346,IIT-EnergySystemModels/openTEPES,IIT-EnergySystemModels,openTEPES,Medium (0.3-0.5)
https://github.com/GridProtectionAlliance/openPDC,0.42715,GridProtectionAlliance/openPDC,GridProtectionAlliance,openPDC,Medium (0.3-0.5)
https://github.com/upb-lea/openmodelica-microgrid-gym,0.31017,upb-lea/openmodelica-microgrid-gym,upb-lea,openmodelica-microgrid-gym,Medium (0.3-0.5)
https://github.com/OpenFAST/openfast,0.52425,OpenFAST/openfast,OpenFAST,openfast,High (0.5-0.7)
https://github.com/GridProtectionAlliance/openXDA,0.4291,GridProtectionAlliance/openXDA,GridProtectionAlliance,openXDA,Medium (0.3-0.5)
https://github.com/e2nIEE/pandapipes,0.44358,e2nIEE/pandapipes,e2nIEE,pandapipes,Medium (0.3-0.5)
https://github.com/energywebfoundation/origin,0.42453,energywebfoundation/origin,energywebfoundation,origin,Medium (0.3-0.5)
https://github.com/e2nIEE/pandapower,0.55512,e2nIEE/pandapower,e2nIEE,pandapower,High (0.5-0.7)
https://github.com/pvedu/photovoltaic,0.2482,pvedu/photovoltaic,pvedu,photovoltaic,Low (0.1-0.3)
https://github.com/gurbyz/power-wheel-card,0.2535,gurbyz/power-wheel-card,gurbyz,power-wheel-card,Low (0.1-0.3)
https://github.com/FRESNA/powerplantmatching,0.37332,FRESNA/powerplantmatching,FRESNA,powerplantmatching,Medium (0.3-0.5)
https://github.com/openclimatefix/predict_pv_yield,0.26657,openclimatefix/predict_pv_yield,openclimatefix,predict_pv_yield,Low (0.1-0.3)
https://github.com/ibpsa/project1,0.44503,ibpsa/project1,ibpsa,project1,Medium (0.3-0.5)
https://github.com/slacgismo/pv-system-profiler,0.29692,slacgismo/pv-system-profiler,slacgismo,pv-system-profiler,Low (0.1-0.3)
https://github.com/DuraMAT/pv-terms,0.26442,DuraMAT/pv-terms,DuraMAT,pv-terms,Low (0.1-0.3)
https://github.com/pvlib/pvanalytics,0.35954,pvlib/pvanalytics,pvlib,pvanalytics,Medium (0.3-0.5)
https://github.com/pvcaptest/pvcaptest,0.29246,pvcaptest/pvcaptest,pvcaptest,pvcaptest,Low (0.1-0.3)
https://github.com/greco-project/pvcompare,0.33738,greco-project/pvcompare,greco-project,pvcompare,Medium (0.3-0.5)
https://github.com/SunPower/pvfactors,0.31246,SunPower/pvfactors,SunPower,pvfactors,Medium (0.3-0.5)
https://github.com/pvlib/pvlib-python,0.5197,pvlib/pvlib-python,pvlib,pvlib-python,High (0.5-0.7)
https://github.com/danieljfarrell/pvtrace,0.29143,danieljfarrell/pvtrace,danieljfarrell,pvtrace,Low (0.1-0.3)
https://github.com/openclimatefix/pvoutput,0.36552,openclimatefix/pvoutput,openclimatefix,pvoutput,Medium (0.3-0.5)
https://github.com/RWTH-EBC/pyCity,0.32231,RWTH-EBC/pyCity,RWTH-EBC,pyCity,Medium (0.3-0.5)
https://github.com/thomastu/pyEIA,0.23262,thomastu/pyEIA,thomastu,pyEIA,Low (0.1-0.3)
https://github.com/tum-ens/pyGRETA,0.28668,tum-ens/pyGRETA,tum-ens,pyGRETA,Low (0.1-0.3)
https://github.com/MassimoCimmino/pygfunction,0.36108,MassimoCimmino/pygfunction,MassimoCimmino,pygfunction,Medium (0.3-0.5)
https://github.com/IAMconsortium/pyam,0.42011,IAMconsortium/pyam,IAMconsortium,pyam,Medium (0.3-0.5)
https://github.com/Total-RD/pymgrid,0.31762,Total-RD/pymgrid,Total-RD,pymgrid,Medium (0.3-0.5)
https://github.com/MarvinLer/pypownet,0.29403,MarvinLer/pypownet,MarvinLer,pypownet,Low (0.1-0.3)
https://github.com/qpv-research-group/rayflare,0.30719,qpv-research-group/rayflare,qpv-research-group,rayflare,Medium (0.3-0.5)
https://github.com/NREL/rdtools,0.41608,NREL/rdtools,NREL,rdtools,Medium (0.3-0.5)
https://github.com/NREL/reV,0.45075,NREL/reV,NREL,reV,Medium (0.3-0.5)
https://github.com/NREL/reVX,0.39482,NREL/reVX,NREL,reVX,Medium (0.3-0.5)
https://github.com/Open-Power-System-Data/renewable_power_plants,0.31643,Open-Power-System-Data/renewable_power_plants,Open-Power-System-Data,renewable_power_plants,Medium (0.3-0.5)
https://github.com/NREL/resstock,0.50245,NREL/resstock,NREL,resstock,High (0.5-0.7)
https://github.com/IBM/rl-testbed-for-energyplus,0.35137,IBM/rl-testbed-for-energyplus,IBM,rl-testbed-for-energyplus,Medium (0.3-0.5)
https://github.com/snl-quest/snl-quest,0.3022,snl-quest/snl-quest,snl-quest,snl-quest,Medium (0.3-0.5)
https://github.com/oscarperpinan/solar,0.28144,oscarperpinan/solar,oscarperpinan,solar,Low (0.1-0.3)
https://github.com/slacgismo/solar-data-tools,0.37164,slacgismo/solar-data-tools,slacgismo,solar-data-tools,Medium (0.3-0.5)
https://github.com/meltaxa/solariot,0.34894,meltaxa/solariot,meltaxa,solariot,Medium (0.3-0.5)
https://github.com/aqreed/solarpy,0.21613,aqreed/solarpy,aqreed,solarpy,Low (0.1-0.3)
https://github.com/squishykid/solax,0.40656,squishykid/solax,squishykid,solax,Medium (0.3-0.5)
https://github.com/qpv-research-group/solcore5,0.37107,qpv-research-group/solcore5,qpv-research-group,solcore5,Medium (0.3-0.5)
https://github.com/TEB-model/teb,0.23462,TEB-model/teb,TEB-model,teb,Low (0.1-0.3)
https://github.com/oemof/tespy,0.46974,oemof/tespy,oemof,tespy,Medium (0.3-0.5)
https://github.com/CalebBell/thermo,0.39064,CalebBell/thermo,CalebBell,thermo,Medium (0.3-0.5)
https://github.com/Open-Power-System-Data/time_series,0.30622,Open-Power-System-Data/time_series,Open-Power-System-Data,time_series,Medium (0.3-0.5)
https://github.com/FZJ-IEK3-VSA/tsam,0.40576,FZJ-IEK3-VSA/tsam,FZJ-IEK3-VSA,tsam,Medium (0.3-0.5)
https://github.com/FZJ-IEK3-VSA/tsib,0.27226,FZJ-IEK3-VSA/tsib,FZJ-IEK3-VSA,tsib,Low (0.1-0.3)
https://github.com/Samuel-Buteau/universal-battery-database,0.2273,Samuel-Buteau/universal-battery-database,Samuel-Buteau,universal-battery-database,Low (0.1-0.3)
https://github.com/turbinesFoam/turbinesFoam,0.36132,turbinesFoam/turbinesFoam,turbinesFoam,turbinesFoam,Medium (0.3-0.5)
https://github.com/waiwera/waiwera,0.33234,waiwera/waiwera,waiwera,waiwera,Medium (0.3-0.5)
https://github.com/PyPSA/whobs-server,0.24529,PyPSA/whobs-server,PyPSA,whobs-server,Low (0.1-0.3)
https://github.com/python-windrose/windrose,0.39824,python-windrose/windrose,python-windrose,windrose,Medium (0.3-0.5)
https://github.com/lkev/wtphm,0.2069,lkev/wtphm,lkev,wtphm,Low (0.1-0.3)
https://github.com/flexiblepower/fpai-core,0.30546,flexiblepower/fpai-core,flexiblepower,fpai-core,Medium (0.3-0.5)
https://github.com/opfab/operatorfabric-core,0.46178,opfab/operatorfabric-core,opfab,operatorfabric-core,Medium (0.3-0.5)
https://github.com/OSGP/open-smart-grid-platform,0.50602,OSGP/open-smart-grid-platform,OSGP,open-smart-grid-platform,High (0.5-0.7)
https://github.com/RIAPS/riaps-core,0.31086,RIAPS/riaps-core,RIAPS,riaps-core,Medium (0.3-0.5)
https://github.com/sogno-platform/dpsim,0.42859,sogno-platform/dpsim,sogno-platform,dpsim,Medium (0.3-0.5)
https://github.com/renewables-ninja/gsee,0.27198,renewables-ninja/gsee,renewables-ninja,gsee,Low (0.1-0.3)
https://github.com/GMLC-TDC/HELICS,0.44698,GMLC-TDC/HELICS,GMLC-TDC,HELICS,Medium (0.3-0.5)
https://github.com/rwl/PYPOWER,0.35183,rwl/PYPOWER,rwl,PYPOWER,Medium (0.3-0.5)
https://github.com/MATPOWER/matpower,0.43318,MATPOWER/matpower,MATPOWER,matpower,Medium (0.3-0.5)
https://github.com/Breakthrough-Energy/PowerSimData,0.34374,Breakthrough-Energy/PowerSimData,Breakthrough-Energy,PowerSimData,Medium (0.3-0.5)
https://github.com/NREL-SIIP/PowerSimulationsDynamics.jl,0.36061,NREL-SIIP/PowerSimulationsDynamics.jl,NREL-SIIP,PowerSimulationsDynamics.jl,Medium (0.3-0.5)
https://github.com/PyPSA/pypsa-eur,0.51707,PyPSA/pypsa-eur,PyPSA,pypsa-eur,High (0.5-0.7)
https://github.com/PyPSA/PyPSA,0.54554,PyPSA/PyPSA,PyPSA,PyPSA,High (0.5-0.7)
https://github.com/Breakthrough-Energy/REISE.jl,0.29435,Breakthrough-Energy/REISE.jl,Breakthrough-Energy,REISE.jl,Low (0.1-0.3)
https://github.com/RWTH-EBC/TEASER,0.46316,RWTH-EBC/TEASER,RWTH-EBC,TEASER,Medium (0.3-0.5)
https://github.com/fraukewiese/renpass,0.16419,fraukewiese/renpass,fraukewiese,renpass,Low (0.1-0.3)
