repository_name,repository_url,project_name,category,scorecard_score,criticality_score,has_scorecard,has_criticality,has_both_scores
arnolddevos/CIMTool,https://github.com/arnolddevos/CIMTool,CIMTool,Modeling,1.5,0.19203,True,True,True
audunarn/ANYstructure,https://github.com/audunarn/ANYstructure,ANYstructure,Other,1.4,0.33231,True,True,True
awebox/awebox,https://github.com/awebox/awebox,awebox,Other,4.3,0.34936,True,True,True
balmorelcommunity/Balmorel,https://github.com/balmorelcommunity/Balmorel,Balmorel,Modeling,4.7,0.32486,True,True,True
battery-lcf/battery-archive-sandbox,https://github.com/battery-lcf/battery-archive-sandbox,Battery Lifecycle (BLC) Framework,Batteries,2.6,0.18989,True,True,True
batterysim/equiv-circ-model,https://github.com/batterysim/equiv-circ-model,equiv-circ-model,Other,1.9,0.2303,True,True,True
beanit/iec61850bean,https://github.com/beanit/iec61850bean,IEC61850bean,Other,2.7,0.30237,True,True,True
bje-/NEMO,https://github.com/bje-/NEMO,NEMO,Optimization,3.1,0.2631,True,True,True
blue-marble/gridpath,https://github.com/blue-marble/gridpath,GridPath,Other,5.1,0.38059,True,True,True
brightwind-dev/brightwind,https://github.com/brightwind-dev/brightwind,brightwind,Other,4.0,0.36942,True,True,True
buds-lab/building-data-genome-project-2,https://github.com/buds-lab/building-data-genome-project-2,The Building Data Genome 2 Data-Set,Other,3.6,0.24686,True,True,True
calliope-project/calliope,https://github.com/calliope-project/calliope,Calliope,Modeling,4.8,0.42095,True,True,True
calliope-project/euro-calliope,https://github.com/calliope-project/euro-calliope,Euro-Calliope,Other,4.5,0.34176,True,True,True
catalyst-cooperative/pudl,https://github.com/catalyst-cooperative/pudl,The Public Utility Data Liberation Project,Other,6.3,0.4815,True,True,True
chargeprice/open-ev-data,https://github.com/chargeprice/open-ev-data,open-ev-data,Other,3.2,0.28179,True,True,True
cim-iec/CIMverter,https://github.com/cim-iec/CIMverter,CIMverter,Other,3.1,0.24362,True,True,True
com-pas/compas-core,https://github.com/com-pas/compas-core,CoMPAS,Other,5.5,0.37052,True,True,True
cuihantao/andes,https://github.com/cuihantao/andes,ANDES,Other,3.3,0.45664,True,True,True
danielePala/CIMDraw,https://github.com/danielePala/CIMDraw,CIMdraw,Modeling,2.6,0.22204,True,True,True
danieljfarrell/pvtrace,https://github.com/danieljfarrell/pvtrace,pvtrace,Other,3.2,0.29143,True,True,True
danjulio/MPPT-Solar-Charger,https://github.com/danjulio/MPPT-Solar-Charger,MPPT-Solar-Charger,Other,1.2,0.25007,True,True,True
davidhowey/SLIDE,https://github.com/davidhowey/SLIDE,SLIDE,Other,3.0,0.22845,True,True,True
dazhiyang/SolarData,https://github.com/dazhiyang/SolarData,SolarData,Other,2.2,0.19786,True,True,True
e2nIEE/pandapipes,https://github.com/e2nIEE/pandapipes,pandapipes,Other,5.5,0.44358,True,True,True
e2nIEE/pandapower,https://github.com/e2nIEE/pandapower,pandapower,Other,6.4,0.55512,True,True,True
e2nIEE/pandapower,https://github.com/e2nIEE/pandapower,pandapower,Other,6.4,0.55512,True,True,True
e2nIEE/simbench,https://github.com/e2nIEE/simbench,SimBench,Other,3.5,0.29066,True,True,True
ecmwf-projects/thermofeel,https://github.com/ecmwf-projects/thermofeel,Thermofeel,Other,2.9,0.30475,True,True,True
emma-model/EMMA,https://github.com/emma-model/EMMA,The Electricity Market Model EMMA,Other,1.4,0.1966,True,True,True
emoncms/emoncms,https://github.com/emoncms/emoncms,Emoncms,Other,4.8,0.53168,True,True,True
energy-modelling-toolkit/Dispa-SET,https://github.com/energy-modelling-toolkit/Dispa-SET,Dispa-SET,Other,3.7,0.37889,True,True,True
energyPATHWAYS/energyPATHWAYS,https://github.com/energyPATHWAYS/energyPATHWAYS,EnergyPATHWAYS,Modeling,2.8,0.31829,True,True,True
energywebfoundation/origin,https://github.com/energywebfoundation/origin,origin,Other,4.5,0.42453,True,True,True
flexiblepower/fpai-core,https://github.com/flexiblepower/fpai-core,EF-Pi,Platform,2.6,0.30546,True,True,True
flexiblepower/powermatcher,https://github.com/flexiblepower/powermatcher,PowerMatcher,Other,2.7,0.37171,True,True,True
foxBMS/foxbms-2,https://github.com/foxBMS/foxbms-2,foxBMS 2,Batteries,2.2,0.23852,True,True,True
fraukewiese/renpass,https://github.com/fraukewiese/renpass,renpass,Simulation,2.7,0.16419,True,True,True
frkunz/stELMOD,https://github.com/frkunz/stELMOD,stELMOD,Optimization,2.7,0.20922,True,True,True
greco-project/pvcompare,https://github.com/greco-project/pvcompare,pvcompare,Other,4.6,0.33738,True,True,True
gridsingularity/gsy-e,https://github.com/gridsingularity/gsy-e,Grid Singularity Energy Exchange Engine (D3A),Other,4.8,0.43945,True,True,True
gsoh/VED,https://github.com/gsoh/VED,Vehicle Energy Dataset,Other,2.6,0.18853,True,True,True
gurbyz/power-wheel-card,https://github.com/gurbyz/power-wheel-card,power-wheel-card,Other,2.5,0.2535,True,True,True
holgerteichgraeber/TimeSeriesClustering.jl,https://github.com/holgerteichgraeber/TimeSeriesClustering.jl,TimeSeriesClustering,Other,3.9,0.33723,True,True,True
hongyuanjia/eplusr,https://github.com/hongyuanjia/eplusr,eplusr,Other,3.1,0.27991,True,True,True
hubblo-org/scaphandre,https://github.com/hubblo-org/scaphandre,Scaphandre,Monitoring,3.6,0.41154,True,True,True
hydro-python/hydropowerlib,https://github.com/hydro-python/hydropowerlib,hydropowerlib,Other,3.0,0.23642,True,True,True
hyphae/APIS,https://github.com/hyphae/APIS,Hyphae,Other,6.0,0.32491,True,True,True
iat-cener/tonatiuh,https://github.com/iat-cener/tonatiuh,Tonatiuh,Other,2.5,0.30869,True,True,True
ie3-institute/PowerSystemDataModel,https://github.com/ie3-institute/PowerSystemDataModel,PowerSystemDataModel,Other,5.8,0.41875,True,True,True
iiasa/message_ix,https://github.com/iiasa/message_ix,MESSAGEix,Other,6.0,0.43411,True,True,True
intelligent-environments-lab/CityLearn,https://github.com/intelligent-environments-lab/CityLearn,CityLearn,Other,4.3,0.39657,True,True,True
jepegit/cellpy,https://github.com/jepegit/cellpy,cellpy,Batteries,2.6,0.43164,True,True,True
kdmayer/3D-PV-Locator,https://github.com/kdmayer/3D-PV-Locator,3D-PV-Locator,Other,1.8,0.23438,True,True,True
kdmayer/PV4GER,https://github.com/kdmayer/PV4GER,PV4GER,Other,1.8,0.23438,True,True,True
ladybug-tools/honeybee,https://github.com/ladybug-tools/honeybee,honeybee,Other,2.2,0.42453,True,True,True
lanl-ansi/GasModels.jl,https://github.com/lanl-ansi/GasModels.jl,GasModels.jl,Other,4.7,0.41548,True,True,True
lanl-ansi/PowerModels.jl,https://github.com/lanl-ansi/PowerModels.jl,PowerModels.jl,Optimization,5.0,0.44659,True,True,True
lanl-ansi/PowerModelsAnnex.jl,https://github.com/lanl-ansi/PowerModelsAnnex.jl,PowerModelsAnnex.jl,Other,3.2,0.41559,True,True,True
lanl/FEHM,https://github.com/lanl/FEHM,FEHM,Other,2.1,,True,False,False
lbl-srg/MPCPy,https://github.com/lbl-srg/MPCPy,MPCPy,Other,3.0,0.34541,True,True,True
lbl-srg/modelica-buildings,https://github.com/lbl-srg/modelica-buildings,Modelica Buildings library,Other,4.2,0.53435,True,True,True
leonardgoeke/AnyMOD.jl,https://github.com/leonardgoeke/AnyMOD.jl,AnyMOD.jl,Other,3.1,0.31229,True,True,True
lionsimbatoolbox/LIONSIMBA,https://github.com/lionsimbatoolbox/LIONSIMBA,LIONSIMBA,Other,2.6,0.21618,True,True,True
lkev/wtphm,https://github.com/lkev/wtphm,wtphm,Other,1.5,0.2069,True,True,True
lkev/wtphm,https://github.com/lkev/wtphm,wtphm,Other,1.5,0.2069,True,True,True
mancellin/capytaine,https://github.com/mancellin/capytaine,Capytaine,Other,4.4,0.43525,True,True,True
mdh266/NYCBuildingEnergyUse,https://github.com/mdh266/NYCBuildingEnergyUse,NYCBuildingEnergyUse,Other,1.8,0.24811,True,True,True
mobilityhouse/ocpp,https://github.com/mobilityhouse/ocpp,ocpp,Other,6.6,,True,False,False
nealde/Ampere,https://github.com/nealde/Ampere,Ampere,Other,1.8,0.2034,True,True,True
niclasmattsson/GlobalEnergyGIS,https://github.com/niclasmattsson/GlobalEnergyGIS,GlobalEnergyGIS,Other,2.6,0.22499,True,True,True
nilmtk/nilmtk,https://github.com/nilmtk/nilmtk,NILMTK,Monitoring,3.8,0.47164,True,True,True
nmstreethran/WindTurbineClassification,https://github.com/nmstreethran/WindTurbineClassification,WindTurbineClassification,Other,3.0,0.22141,True,True,True
oemof/DHNx,https://github.com/oemof/DHNx,DHNx,Other,3.8,0.33561,True,True,True
oemof/demandlib,https://github.com/oemof/demandlib,demandlib,Other,4.0,0.42382,True,True,True
oemof/feedinlib,https://github.com/oemof/feedinlib,feedinlib,Other,3.0,0.36899,True,True,True
oemof/oemof,https://github.com/oemof/oemof,Open Energy Modelling Framework (oemof),Modeling,3.0,0.43406,True,True,True
oemof/tespy,https://github.com/oemof/tespy,tespy,Other,5.1,0.46974,True,True,True
open-ideas/IDEAS,https://github.com/open-ideas/IDEAS,IDEAS,Other,4.8,0.47953,True,True,True
openENTRANCE/nomenclature,https://github.com/openENTRANCE/nomenclature,openENTRANCE,Other,4.2,0.3531,True,True,True
openclimatefix/predict_pv_yield,https://github.com/openclimatefix/predict_pv_yield,predict_pv_yield,Other,2.5,0.26657,True,True,True
openeemeter/eemeter,https://github.com/openeemeter/eemeter,OpenEEmeter,Other,4.8,0.42056,True,True,True
openego/eDisGo/,https://github.com/openego/eDisGo/,eDisGo,Other,4.8,0.42812,True,True,True
openenergymonitor/EmonLib,https://github.com/openenergymonitor/EmonLib,EmonLib,Other,3.2,0.338,True,True,True
openenergymonitor/STM32,https://github.com/openenergymonitor/STM32,STM32 Energy Monitoring,Other,2.7,0.27893,True,True,True
opennem/opennem-fe,https://github.com/opennem/opennem-fe,OpenNEM,Other,4.1,0.36797,True,True,True
opfab/operatorfabric-core,https://github.com/opfab/operatorfabric-core,OperatorFabric,Platform,8.4,0.46178,True,True,True
opfab/operatorfabric-core,https://github.com/opfab/operatorfabric-core,OperatorFabric,Platform,8.4,0.46178,True,True,True
oscarperpinan/solar,https://github.com/oscarperpinan/solar,solaR,Other,2.6,0.28144,True,True,True
ozsolarwind/siren,https://github.com/ozsolarwind/siren,SIREN,Other,3.5,0.25462,True,True,True
pingswept/pysolar,https://github.com/pingswept/pysolar,Pysolar,Other,3.0,0.39964,True,True,True
powertac/powertac-server,https://github.com/powertac/powertac-server,PowerTAC,Other,4.2,0.42003,True,True,True
powsybl/powsybl-open-loadflow,https://github.com/powsybl/powsybl-open-loadflow,PowSyBl Open Load Flow,Other,6.2,0.38763,True,True,True
pvedu/photovoltaic,https://github.com/pvedu/photovoltaic,photovoltaic,Other,2.7,0.2482,True,True,True
pvlib/pvanalytics,https://github.com/pvlib/pvanalytics,pvanalytics,Other,3.7,0.35954,True,True,True
pvlib/pvlib-python,https://github.com/pvlib/pvlib-python,pvlib-python,Other,5.4,0.5197,True,True,True
pvlib/pvlib-python,https://github.com/pvlib/pvlib-python,pvlib-python,Other,5.4,0.5197,True,True,True
pybamm-team/PyBaMM,https://github.com/pybamm-team/PyBaMM,PyBaMM,Batteries,7.8,0.55107,True,True,True
pybamm-team/liionpack,https://github.com/pybamm-team/liionpack,liionpack,Batteries,4.9,0.42212,True,True,True
pypsa-meets-africa/pypsa-africa,https://github.com/pypsa-meets-africa/pypsa-africa,PyPSA meets Africa,Other,6.1,0.47024,True,True,True
python-windrose/windrose,https://github.com/python-windrose/windrose,windrose,Other,5.8,0.39824,True,True,True
qpv-research-group/rayflare,https://github.com/qpv-research-group/rayflare,rayflare,Other,3.6,0.30719,True,True,True
qpv-research-group/solcore5,https://github.com/qpv-research-group/solcore5,solcore5,Other,3.0,0.37107,True,True,True
qpv-research-group/solcore5,https://github.com/qpv-research-group/solcore5,solcore5,Other,3.0,0.37107,True,True,True
quintel/etengine,https://github.com/quintel/etengine,Energy Transition Engine,Other,5.6,0.44472,True,True,True
quintel/etmodel,https://github.com/quintel/etmodel,Energy Transition Model (ETM),Modeling,5.1,0.49985,True,True,True
reegis/deflex,https://github.com/reegis/deflex,deflex,Other,2.6,0.31749,True,True,True
renewables-ninja/gsee,https://github.com/renewables-ninja/gsee,GSEE,Simulation,3.5,0.27198,True,True,True
richard-weinhold/pomato,https://github.com/richard-weinhold/pomato,POMATO,Other,3.3,0.33951,True,True,True
rl-institut/multi-vector-simulator,https://github.com/rl-institut/multi-vector-simulator,MVS,Other,4.1,0.38426,True,True,True
rlogiacco/BatterySense,https://github.com/rlogiacco/BatterySense,BatterySense,Batteries,3.3,0.32825,True,True,True
robinhenry/gym-anm,https://github.com/robinhenry/gym-anm,Gym-ANM,Other,3.7,0.34839,True,True,True
ropensci/eia,https://github.com/ropensci/eia,EIA,Other,3.8,0.36549,True,True,True
rte-antares-rpackage/antaresRead,https://github.com/rte-antares-rpackage/antaresRead,antaresRead,Other,4.8,0.39643,True,True,True
rte-antares-rpackage/antaresViz,https://github.com/rte-antares-rpackage/antaresViz,antaresViz,Other,4.7,0.40188,True,True,True
rte-france/Grid2Op,https://github.com/rte-france/Grid2Op,Grid2Op,Other,5.4,0.41256,True,True,True
rwl/PYPOWER,https://github.com/rwl/PYPOWER,PYPOWER,Simulation,5.0,0.35183,True,True,True
rwl/PYPOWER,https://github.com/rwl/PYPOWER,PYPOWER,Simulation,5.0,0.35183,True,True,True
sandialabs/hyram,https://github.com/sandialabs/hyram,The Hydrogen Risk Assessment Models,Other,2.4,0.30021,True,True,True
signals-dev/GreenGuard,https://github.com/signals-dev/GreenGuard,GreenGuard,Other,3.7,0.28045,True,True,True
slacgismo/StatisticalClearSky,https://github.com/slacgismo/StatisticalClearSky,StatisticalClearSky,Other,3.7,0.30884,True,True,True
slacgismo/TESS,https://github.com/slacgismo/TESS,Transactive Energy Service System,Other,2.3,0.26496,True,True,True
slacgismo/gridlabd,https://github.com/slacgismo/gridlabd,GridLAB-D,Other,5.0,0.34457,True,True,True
slacgismo/pv-system-profiler,https://github.com/slacgismo/pv-system-profiler,pv-system-profiler,Other,1.8,0.29692,True,True,True
slacgismo/pv-system-profiler,https://github.com/slacgismo/pv-system-profiler,pv-system-profiler,Other,1.8,0.29692,True,True,True
slacgismo/solar-data-tools,https://github.com/slacgismo/solar-data-tools,solar-data-tools,Other,5.3,0.37164,True,True,True
sogno-platform/covee,https://github.com/sogno-platform/covee,CoVee,Control,2.9,0.21299,True,True,True
sogno-platform/dpsim,https://github.com/sogno-platform/dpsim,DPsim,Simulation,6.9,0.42859,True,True,True
sogno-platform/dpsim,https://github.com/sogno-platform/dpsim,DPsim,Simulation,6.9,0.42859,True,True,True
sogno-platform/libcimpp,https://github.com/sogno-platform/libcimpp,libcimpp,Other,5.2,0.34346,True,True,True
sogno-platform/pintura,https://github.com/sogno-platform/pintura,Pintura,Other,4.2,0.28246,True,True,True
sogno-platform/proloaf,https://github.com/sogno-platform/proloaf,ProLoaF,Forecasting,2.9,0.34351,True,True,True
squishykid/solax,https://github.com/squishykid/solax,solax,Other,4.7,0.40656,True,True,True
switch-model/switch,https://github.com/switch-model/switch,Switch,Optimization,2.8,0.39735,True,True,True
systemcatch/eiapy,https://github.com/systemcatch/eiapy,eiapy,Other,2.5,0.2367,True,True,True
tdcosim/SolarPV-DER-simulation-tool,https://github.com/tdcosim/SolarPV-DER-simulation-tool,SolarPV-DER-simulation-tool,Other,2.2,0.25141,True,True,True
tdcosim/SolarPV-DER-simulation-utility,https://github.com/tdcosim/SolarPV-DER-simulation-utility,SolarPV-DER-simulation-utility,Other,2.2,0.25141,True,True,True
thomastu/pyEIA,https://github.com/thomastu/pyEIA,pyEIA,Other,3.4,0.23262,True,True,True
tmrowco/electricitymap-contrib,https://github.com/tmrowco/electricitymap-contrib,electricitymap-contrib,Other,6.1,0.50115,True,True,True
transportenergy/database,https://github.com/transportenergy/database,Tools for the iTEM databases,Other,5.5,0.36688,True,True,True
tum-ens/dhmin,https://github.com/tum-ens/dhmin,dhmin,Optimization,2.6,0.20122,True,True,True
tum-ens/pyGRETA,https://github.com/tum-ens/pyGRETA,pyGRETA,Other,2.6,0.28668,True,True,True
tum-ens/rivus,https://github.com/tum-ens/rivus,rivus,Optimization,3.8,0.23798,True,True,True
tum-ens/urbs,https://github.com/tum-ens/urbs,urbs,Optimization,3.7,0.39944,True,True,True
tum-ewk/ficus,https://github.com/tum-ewk/ficus,ficus,Optimization,2.6,0.17691,True,True,True
turbinesFoam/turbinesFoam,https://github.com/turbinesFoam/turbinesFoam,turbinesFoam,Other,3.4,0.36132,True,True,True
upb-lea/gym-electric-motor,https://github.com/upb-lea/gym-electric-motor,Gym Electric Motor,Other,3.7,0.37379,True,True,True
upb-lea/openmodelica-microgrid-gym,https://github.com/upb-lea/openmodelica-microgrid-gym,openmodelica-microgrid-gym,Other,2.8,0.31017,True,True,True
upb-lea/openmodelica-microgrid-gym,https://github.com/upb-lea/openmodelica-microgrid-gym,openmodelica-microgrid-gym,Other,2.8,0.31017,True,True,True
volkszaehler/mbmd,https://github.com/volkszaehler/mbmd,ModBus Measurement Daemon,Other,4.0,0.32738,True,True,True
waiwera/waiwera,https://github.com/waiwera/waiwera,waiwera,Other,4.8,0.33234,True,True,True
waiwera/waiwera,https://github.com/waiwera/waiwera,waiwera,Other,4.8,0.33234,True,True,True
,https://github.com/Breakthrough-Energy/plug,,Unknown,,0.25668,False,True,False
,https://github.com/ColasGael/Machine-Learning-for-Solar-Energy-Prediction,,Unknown,,0.2019,False,True,False
,https://github.com/FRESNA/powerplantmatching,,Unknown,,0.37332,False,True,False
,https://github.com/FZJ-IEK3-VSA/RESKit,,Unknown,,0.34079,False,True,False
,https://github.com/GridProtectionAlliance/openMIC,,Unknown,,0.35945,False,True,False
,https://github.com/MATPOWER/most,,Unknown,,0.30611,False,True,False
,https://github.com/MarvinLer/pypownet,,Unknown,,0.29403,False,True,False
,https://github.com/NREL/floris,,Unknown,,0.47207,False,True,False
,https://github.com/NewMotion/docile-charge-point,,Unknown,,0.23346,False,True,False
,https://github.com/OSGP/open-smart-grid-platform,,Unknown,,0.50602,False,True,False
,https://github.com/OpenFAST/openfast,,Unknown,,0.52425,False,True,False
,https://github.com/RE-Lab-Projects/hplib,,Unknown,,0.25728,False,True,False
,https://github.com/SAP/emobility-smart-charging,,Unknown,,0.36002,False,True,False
,https://github.com/UNSW-CEEM/nempy,,Unknown,,0.2852,False,True,False
,https://github.com/architecture-building-systems/CityEnergyAnalyst,,Unknown,,0.54567,False,True,False
,https://github.com/buds-lab/the-building-data-genome-project,,Unknown,,0.29665,False,True,False
,https://github.com/charxie/multiphysics,,Unknown,,0.24389,False,True,False
,https://github.com/dpinney/omf,,Unknown,,0.35876,False,True,False
,https://github.com/energyRt/energyRt/,,Unknown,,0.27845,False,True,False
,https://github.com/google/makani,,Unknown,,0.21056,False,True,False
,https://github.com/grid-parity-exchange/Egret,,Unknown,,0.36895,False,True,False
,https://github.com/ibpsa/modelica-ibpsa,,Unknown,,0.47442,False,True,False
,https://github.com/ibpsa/project1,,Unknown,,0.44503,False,True,False
,https://github.com/jbrowell/ProbCast,,Unknown,,0.31346,False,True,False
,https://github.com/kamal0013/PowNet,,Unknown,,0.34965,False,True,False
,https://github.com/m4rz910/NYISOToolkit,,Unknown,,0.23474,False,True,False
,https://github.com/meltaxa/solariot,,Unknown,,0.34894,False,True,False
,https://github.com/mz-automation/lib60870,,Unknown,,0.378,False,True,False
,https://github.com/mz-automation/lib60870.NET,,Unknown,,0.29723,False,True,False
,https://github.com/mz-automation/libiec61850,,Unknown,,0.46621,False,True,False
,https://github.com/openCEMorg/openCEM,,Unknown,,0.31125,False,True,False
,https://github.com/openclimatefix/nowcasting,,Unknown,,0.32216,False,True,False
,https://github.com/openclimatefix/pvoutput,,Unknown,,0.36552,False,True,False
,https://github.com/openenergymonitor/emonpi,,Unknown,,0.42617,False,True,False
,https://github.com/powsybl/powsybl-core,,Unknown,,0.46426,False,True,False
,https://github.com/pvcaptest/pvcaptest,,Unknown,,0.29246,False,True,False
,https://github.com/pyaf/load_forecasting,,Unknown,,0.24421,False,True,False
,https://github.com/rl-institut/offgridders,,Unknown,,0.28768,False,True,False
,https://github.com/snl-quest/snl-quest,,Unknown,,0.3022,False,True,False
,https://github.com/voltbras/go-ocpp,,Unknown,,0.23837,False,True,False
,https://github.com/wattdepot/wattdepot,,Unknown,,0.24218,False,True,False
